"title","asin","vpi","brand","categoryLabel","parentCategory","glanceViews","priorGlanceViews","orderedRevenue","priorOrderedRevenue","orderedUnits","priorOrderedUnits","avgPrice","unitsPerGlanceViews","conversionRate","priorConversionRate"
"Finocam - Wandkalender 2026 30 x 30 cm Monatsansicht Januar–Dezember 2026 + Sept.–Dez. 2025 (4 Monate) reduziert | Kalender 2026 | Bilder Madrid - International","B0F9LFX1YW","781225726","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","1","4","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner 2026 1 Tag pro Seite | Januar–Dezember (12 Monate) | A5 Terminplaner mit Gummiband und Lesezeichenband | Flexibler Einband Capri - Schwarz - International","B0F9LG81FB","884020126","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","3","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Wandkalender 2026 30 x 30 cm Monatsansicht Januar–Dezember 2026 + Sept.–Dez. 2025 (4 Monate) reduziert | Kalender 2026 | Bilder Charming - International","B0F9LGDX8W","781224926","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","2","1","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Tischkalender 2026 Monatsansicht Januar–Dezember 2026 + Sept.–Dez. 2025 (4 Monate) reduziert | Kalender 2026 | Bilder Nature - International","B0F9LGMHYG","781245326","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","7","1","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner mit Spiralbindung 2026 Wochenansicht Vertikal | Januar–Dezember (12 Monate) | Jahresterminplaner 2026 | Doppelte Spiralbindung Festeinband Alma - Koralle - International","B0F9LGZJR2","762100526","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","7","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner 2026 Wochenansicht Vertikal | Januar–Dezember (12 Monate) | Jahresterminplaner 2026 mit Lesezeichenband | Festeinband Porto - Rot - International","B0F9LHJVFZ","623633026","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner 2026 Wochenansicht Vertikal | Januar–Dezember (12 Monate) | Jahresterminplaner 2026 mit Gummiband und Lesezeichenband | Festeinband Porto Design - Malva - International","B0F9LKB6NR","623611626","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Haiku Monatsplaner undatiert | Monatsansicht | Grün · International - Planner","B0GJSPQWGQ","1480102","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Ikon Planer 16 Monate 2026 2027 | Vertikaler Wochenansicht · September 2026 bis Dezember 2027 | Schwarz · International - Wochenplaner","B0GJSPSHJ7","626700127","Finocam","Terminkalender","22903000","2","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Ikon Planer 16 Monate 2026 2027 | 1 Tag pro Seite · September 2026 bis Dezember 2027 | Bordeaux · International - Tagesplaner","B0GJSRYFXP","626710427","Finocam","Terminkalender","22903000","7","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Ikon Planer 16 Monate 2026 2027 | 1 Tag pro Seite · September 2026 bis Dezember 2027 | Schwarz · International - Tagesplaner","B0GJSS4V36","626710127","Finocam","Terminkalender","22903000","5","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Dotted Planer 16 Monate 2026 2027 | Horizontaler Wochenansicht · September 2026 bis Dezember 2027 | Schwarz · International - Wochenplaner","B0GJSV82XJ","626900127","Finocam","Terminkalender","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Espiral Planer 18 Monate 2026 2027 | Horizontaler Wochenansicht · Juli 2026 bis Dezember 2027 | Schwarz · International - Wochenplaner","B0GJSWFNVF","636240327","Finocam","Terminkalender","22903000","14","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Capri Planer 16 Monate 2026 2027 | Horizontaler Wochenansicht · September 2026 bis Dezember 2027 | Schwarz · International - Wochenplaner","B0GJSWKQDQ","627320427","Finocam","Terminkalender","22903000","12","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Haiku Monatsplaner undatiert | Monatsansicht | Schwarz · International - Planner","B0GJSWVPBM","1480201","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Event Unterschriftenbuch | Braun","B0GJSX5C2F","8525102","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","5","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Event Unterschriftenbuch | Blau","B0GJSXBT2B","8525101","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","11","0","0.00","0.00","0","0","0.00","0","0","0"
