"title","asin","vpi","brand","categoryLabel","parentCategory","glanceViews","priorGlanceViews","buyBoxPercentage","priorBuyBoxPercentage","orderedRevenue","priorOrderedRevenue","orderedUnits","priorOrderedUnits","avgPrice","unitsPerGlanceViews","conversionRate","priorConversionRate"
"Finocam Dynamic Mara Planner 2027 | Weekly Diary | Black","B0GYNL1S92","B0GYNL1S92","Finocam","Kalendarze biurkowe","22903000","24","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Dynamic Porto Design Planner 2027 | Weekly Diary | Mauve","B0GYNNWK6J","B0GYNNWK6J","Finocam","Kalendarze biurkowe","22903000","0","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam International Wall Calendar 2027 | Traveling Images","B0GYNP9HR2","B0GYNP9HR2","Finocam","Kalendarze biurkowe","22903000","2","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Dynamic Mara Planner 2027 | Weekly Diary | Blue","B0GYNR4B7R","B0GYNR4B7R","Finocam","Kalendarze biurkowe","22903000","2","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Dynamic Mara Planner 2027 | Weekly Diary | Green","B0GYNRKJZ3","B0GYNRKJZ3","Finocam","Kalendarze biurkowe","22903000","2","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Dynamic Porto Planner 2027 | Daily Diary | Blue","B0GYNRKMN9","B0GYNRKMN9","Finocam","Kalendarze biurkowe","22903000","13","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Capri Planner 2027 | Weekly Diary | Happy","B0GYNRNJXC","B0GYNRNJXC","Finocam","Kalendarze biurkowe","22903000","5","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Monthly Planner + Notes 2027","B0GYNRZL6R","B0GYNRZL6R","Finocam","Kalendarze biurkowe","22903000","0","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Dynamic Milano Planner 2027 | Appointment planner","B0GYNS7TGL","B0GYNS7TGL","Finocam","Kalendarze biurkowe","22903000","6","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Capri Planner 2027 | Weekly Diary | Black","B0GYNS99SY","B0GYNS99SY","Finocam","Kalendarze biurkowe","22903000","0","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Dynamic Porto Design Planner 2027 | Weekly Diary | Camila","B0GYNTBZXT","B0GYNTBZXT","Finocam","Kalendarze biurkowe","22903000","0","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam International Wall Calendar 2027 | Dogs Images","B0GYNTJC78","B0GYNTJC78","Finocam","Kalendarze biurkowe","22903000","10","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam You Spiral Planner 2027 | Daily Diary | Wheat","B0GYNTP46M","B0GYNTP46M","Finocam","Kalendarze biurkowe","22903000","1","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam International Wall Calendar 2027 | Charming Images","B0GYNTQ64T","B0GYNTQ64T","Finocam","Kalendarze biurkowe","22903000","4","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Overview Planner + Notes 2027 | Weekly Diary + notes | Grey","B0GYNTR867","B0GYNTR867","Finocam","Kalendarze biurkowe","22903000","10","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Moda Planner 2027 | Daily Diary | Rose","B0GYNTS8JF","B0GYNTS8JF","Finocam","Kalendarze biurkowe","22903000","0","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
